iter,loss,low_norm,mid_norm,high_norm,low_frac,mid_frac,high_frac
666,0.010908,0.123244,0.034483,0.065609,0.734382,0.057493,0.208125
667,0.010908,0.123042,0.034433,0.065471,0.734510,0.057525,0.207965
668,0.010907,0.122954,0.034420,0.065511,0.734077,0.057528,0.208395
669,0.010907,0.122576,0.034381,0.065413,0.733427,0.057701,0.208872
670,0.010907,0.122087,0.034380,0.065444,0.731725,0.058024,0.210251
671,0.010907,0.121772,0.034416,0.065401,0.730820,0.058374,0.210805
672,0.010907,0.121717,0.034359,0.065422,0.730682,0.058225,0.211092
673,0.010907,0.121479,0.034354,0.065400,0.730026,0.058384,0.211590
674,0.010907,0.121991,0.034333,0.065408,0.731697,0.057955,0.210348
675,0.010907,0.121222,0.034309,0.065381,0.729393,0.058429,0.212178
676,0.010907,0.120837,0.034316,0.065368,0.728183,0.058725,0.213092
677,0.010906,0.120759,0.034291,0.065387,0.727899,0.058694,0.213407
678,0.010906,0.120415,0.034277,0.065324,0.727099,0.058918,0.213983
679,0.010906,0.120407,0.034290,0.065301,0.727150,0.058974,0.213876
680,0.010906,0.120062,0.034266,0.065343,0.725870,0.059126,0.215004
681,0.010906,0.119956,0.034196,0.065299,0.725905,0.058992,0.215102
682,0.010906,0.119483,0.034164,0.065289,0.724457,0.059230,0.216313
683,0.010906,0.119267,0.034160,0.065307,0.723657,0.059364,0.216979
684,0.010906,0.119671,0.034179,0.065232,0.725324,0.059165,0.215511
685,0.010906,0.119039,0.034157,0.065180,0.723512,0.059569,0.216919
686,0.010905,0.118609,0.034143,0.065199,0.722009,0.059828,0.218163
687,0.010905,0.118587,0.034052,0.065200,0.722155,0.059545,0.218300
688,0.010905,0.118287,0.034077,0.065172,0.721208,0.059857,0.218935
689,0.010905,0.117975,0.034061,0.065181,0.720143,0.060030,0.219827
690,0.010905,0.117725,0.034009,0.065078,0.719923,0.060079,0.219998
691,0.010905,0.117411,0.033984,0.065081,0.718894,0.060228,0.220879
692,0.010905,0.117689,0.034000,0.065049,0.719963,0.060090,0.219947
693,0.010905,0.117522,0.034007,0.065063,0.719305,0.060230,0.220465
694,0.010905,0.117158,0.033917,0.065047,0.718357,0.060206,0.221437
695,0.010904,0.116736,0.033972,0.065046,0.716761,0.060701,0.222538
696,0.010904,0.116789,0.033928,0.065071,0.716934,0.060507,0.222560
697,0.010904,0.116469,0.033857,0.065027,0.716217,0.060524,0.223259
698,0.010904,0.116220,0.033903,0.065001,0.715353,0.060875,0.223772
699,0.010904,0.115711,0.033893,0.064964,0.713774,0.061241,0.224985
700,0.010904,0.115557,0.033827,0.064963,0.713406,0.061132,0.225461
701,0.010904,0.115778,0.033796,0.064904,0.714560,0.060886,0.224554
702,0.010904,0.115191,0.033814,0.064912,0.712393,0.061386,0.226221
703,0.010904,0.114782,0.033777,0.064918,0.710997,0.061570,0.227433
704,0.010904,0.114623,0.033787,0.064794,0.711021,0.061781,0.227199
705,0.010903,0.114394,0.033777,0.064804,0.710174,0.061915,0.227911
706,0.010903,0.114732,0.033789,0.064826,0.711251,0.061686,0.227063
707,0.010903,0.114442,0.033713,0.064782,0.710622,0.061670,0.227708
708,0.010903,0.113956,0.033702,0.064717,0.709225,0.062031,0.228743
709,0.010903,0.113873,0.033666,0.064717,0.709019,0.061972,0.229010
710,0.010903,0.113444,0.033717,0.064738,0.707220,0.062473,0.230307
711,0.010903,0.113631,0.033640,0.064717,0.708206,0.062069,0.229725
712,0.010903,0.113379,0.033649,0.064700,0.707350,0.062302,0.230348
713,0.010903,0.112752,0.033604,0.064669,0.705328,0.062649,0.232023
714,0.010903,0.112898,0.033577,0.064675,0.705901,0.062440,0.231659
715,0.010902,0.112488,0.033539,0.064643,0.704652,0.062643,0.232705
716,0.010902,0.112451,0.033567,0.064608,0.704623,0.062784,0.232592
717,0.010902,0.111718,0.033553,0.064568,0.702132,0.063335,0.234532
718,0.010902,0.111601,0.033515,0.064574,0.701764,0.063291,0.234945
719,0.010902,0.112294,0.033540,0.064528,0.704515,0.062850,0.232635
720,0.010902,0.112040,0.033493,0.064535,0.703664,0.062882,0.233454
721,0.010902,0.111592,0.033455,0.064521,0.702159,0.063108,0.234732
722,0.010902,0.111038,0.033391,0.064504,0.700327,0.063332,0.236341
723,0.010902,0.110687,0.033394,0.064476,0.699137,0.063636,0.237227
724,0.010901,0.110609,0.033399,0.064512,0.698642,0.063699,0.237659
725,0.010901,0.110724,0.033342,0.064494,0.699321,0.063413,0.237266
726,0.010901,0.110098,0.033324,0.064452,0.697196,0.063872,0.238932
727,0.010901,0.110266,0.033377,0.064408,0.697928,0.063947,0.238125
728,0.010901,0.109577,0.033371,0.064373,0.695472,0.064503,0.240024
729,0.010901,0.109830,0.033371,0.064376,0.696437,0.064294,0.239269
730,0.010901,0.109934,0.033342,0.064419,0.696693,0.064086,0.239221
731,0.010901,0.109033,0.033283,0.064360,0.693666,0.064636,0.241698
732,0.010901,0.108992,0.033236,0.064325,0.693818,0.064518,0.241664
733,0.010900,0.108904,0.033245,0.064348,0.693327,0.064610,0.242062
734,0.010900,0.108737,0.033205,0.064321,0.692924,0.064617,0.242459
735,0.010900,0.108107,0.033191,0.064317,0.690508,0.065089,0.244403
736,0.010900,0.108411,0.033226,0.064265,0.691886,0.064989,0.243125
737,0.010900,0.107962,0.033101,0.064217,0.690702,0.064929,0.244369
738,0.010900,0.107663,0.033168,0.064253,0.689146,0.065405,0.245449
739,0.010900,0.107883,0.033138,0.064204,0.690356,0.065134,0.244510
740,0.010900,0.107631,0.033126,0.064205,0.689387,0.065301,0.245313
741,0.010900,0.106842,0.033116,0.064178,0.686394,0.065941,0.247665
742,0.010900,0.107203,0.033085,0.064083,0.688430,0.065569,0.246001
743,0.010899,0.106474,0.033071,0.064123,0.685323,0.066117,0.248560
744,0.010899,0.106301,0.033034,0.064115,0.684764,0.066128,0.249107
745,0.010899,0.106286,0.033072,0.064111,0.684619,0.066286,0.249095
746,0.010899,0.106442,0.033108,0.064108,0.685172,0.066288,0.248540
747,0.010899,0.106098,0.033034,0.064085,0.684099,0.066318,0.249584
748,0.010899,0.105667,0.033051,0.064050,0.682476,0.066768,0.250756
749,0.010899,0.105830,0.032964,0.064017,0.683563,0.066320,0.250118
750,0.010899,0.105254,0.032945,0.063971,0.681495,0.066767,0.251738
751,0.010899,0.105166,0.032957,0.063955,0.681182,0.066898,0.251920
752,0.010899,0.105318,0.032959,0.063918,0.682004,0.066793,0.251203
753,0.010899,0.105021,0.032857,0.063845,0.681450,0.066702,0.251848
754,0.010898,0.104379,0.032925,0.063891,0.678343,0.067498,0.254159
755,0.010898,0.104315,0.032923,0.063863,0.678232,0.067559,0.254209
756,0.010898,0.104365,0.032842,0.063906,0.678437,0.067183,0.254380
757,0.010898,0.103980,0.032818,0.063959,0.676602,0.067401,0.255997
758,0.010898,0.103527,0.032831,0.063960,0.674643,0.067849,0.257508
759,0.010898,0.103353,0.032830,0.063879,0.674352,0.068042,0.257605
760,0.010898,0.103450,0.032816,0.063860,0.674904,0.067915,0.257180
761,0.010898,0.102903,0.032825,0.063812,0.672811,0.068460,0.258729
762,0.010898,0.103685,0.032714,0.063842,0.676281,0.067322,0.256396
763,0.010898,0.102912,0.032677,0.063741,0.673653,0.067918,0.258429
764,0.010897,0.102381,0.032717,0.063760,0.671160,0.068537,0.260303
765,0.010897,0.102425,0.032642,0.063785,0.671421,0.068192,0.260387
766,0.010897,0.102102,0.032643,0.063687,0.670559,0.068542,0.260900
767,0.010897,0.101750,0.032631,0.063697,0.669014,0.068804,0.262182
768,0.010897,0.101804,0.032615,0.063738,0.669069,0.068672,0.262259
769,0.010897,0.101445,0.032625,0.063733,0.667498,0.069039,0.263463
770,0.010897,0.101416,0.032600,0.063680,0.667735,0.068997,0.263267
771,0.010897,0.100899,0.032480,0.063687,0.665767,0.068990,0.265243
772,0.010897,0.101152,0.032519,0.063592,0.667293,0.068968,0.263739
773,0.010897,0.100643,0.032521,0.063601,0.664998,0.069435,0.265567
774,0.010896,0.100429,0.032509,0.063594,0.664118,0.069587,0.266295
775,0.010896,0.100432,0.032509,0.063576,0.664233,0.069595,0.266172
776,0.010896,0.100380,0.032487,0.063550,0.664209,0.069572,0.266218
777,0.010896,0.100050,0.032425,0.063560,0.662862,0.069621,0.267517
778,0.010896,0.099573,0.032410,0.063467,0.661282,0.070061,0.268657
779,0.010896,0.099440,0.032401,0.063480,0.660636,0.070139,0.269225
780,0.010896,0.099460,0.032412,0.063503,0.660566,0.070149,0.269285
781,0.010896,0.100032,0.032392,0.063490,0.663261,0.069548,0.267190
782,0.010896,0.099378,0.032359,0.063483,0.660459,0.070026,0.269515
783,0.010896,0.098793,0.032300,0.063459,0.658108,0.070350,0.271542
784,0.010895,0.098482,0.032295,0.063377,0.657168,0.070670,0.272162
785,0.010895,0.099348,0.032287,0.063384,0.661086,0.069824,0.269090
786,0.010895,0.098412,0.032237,0.063323,0.657320,0.070534,0.272145
787,0.010895,0.097916,0.032268,0.063340,0.654856,0.071117,0.274027
788,0.010895,0.097976,0.032248,0.063399,0.654855,0.070944,0.274202
789,0.010895,0.098593,0.032255,0.063430,0.657496,0.070371,0.272133
790,0.010895,0.098329,0.032204,0.063391,0.656651,0.070437,0.272912
791,0.010895,0.097742,0.032209,0.063336,0.654246,0.071046,0.274709
792,0.010895,0.097493,0.032192,0.063286,0.653422,0.071242,0.275336
793,0.010895,0.097207,0.032129,0.063248,0.652490,0.071282,0.276228
794,0.010895,0.097246,0.032112,0.063277,0.652555,0.071157,0.276288
795,0.010894,0.096486,0.032126,0.063202,0.649376,0.071991,0.278633
796,0.010894,0.096389,0.032090,0.063239,0.648810,0.071912,0.279278
797,0.010894,0.097166,0.032083,0.063214,0.652624,0.071151,0.276226
798,0.010894,0.096408,0.032046,0.063213,0.649178,0.071725,0.279097
799,0.010894,0.095805,0.032105,0.063160,0.646449,0.072594,0.280957
800,0.010894,0.095634,0.032055,0.063177,0.645682,0.072539,0.281778
801,0.010894,0.095294,0.032061,0.063118,0.644375,0.072940,0.282685
802,0.010894,0.095636,0.031983,0.063102,0.646333,0.072288,0.281380
803,0.010894,0.095809,0.031984,0.063172,0.646746,0.072077,0.281177
804,0.010894,0.094938,0.031990,0.063177,0.642520,0.072953,0.284527
805,0.010894,0.095031,0.032029,0.063119,0.643192,0.073065,0.283743
806,0.010893,0.094756,0.031981,0.063087,0.642190,0.073154,0.284656
807,0.010893,0.094621,0.031950,0.063064,0.641750,0.073172,0.285078
808,0.010893,0.094424,0.031912,0.063073,0.640856,0.073199,0.285945
809,0.010893,0.094336,0.031881,0.063071,0.640527,0.073155,0.286318
810,0.010893,0.094480,0.031884,0.063027,0.641479,0.073056,0.285464
811,0.010893,0.093758,0.031850,0.063019,0.638090,0.073634,0.288277
812,0.010893,0.093531,0.031827,0.063004,0.637124,0.073774,0.289103
813,0.010893,0.093481,0.031809,0.062947,0.637261,0.073787,0.288952
814,0.010893,0.093601,0.031823,0.062949,0.637808,0.073723,0.288469
815,0.010893,0.093598,0.031830,0.062997,0.637487,0.073726,0.288787
816,0.010893,0.093257,0.031821,0.062986,0.635888,0.074037,0.290074
817,0.010892,0.093098,0.031790,0.062989,0.635175,0.074064,0.290762
818,0.010892,0.092818,0.031773,0.062951,0.634051,0.074297,0.291653
819,0.010892,0.093057,0.031763,0.062925,0.635427,0.074030,0.290543
820,0.010892,0.092361,0.031707,0.062852,0.632535,0.074546,0.292919
821,0.010892,0.092128,0.031716,0.062874,0.631204,0.074809,0.293987
822,0.010892,0.092038,0.031702,0.062871,0.630810,0.074838,0.294351
823,0.010892,0.091832,0.031713,0.062913,0.629486,0.075069,0.295444
824,0.010892,0.092143,0.031709,0.062859,0.631392,0.074770,0.293839
825,0.010892,0.092053,0.031728,0.062871,0.630813,0.074938,0.294249
826,0.010892,0.091545,0.031750,0.062809,0.628531,0.075602,0.295867
827,0.010892,0.091203,0.031682,0.062835,0.626826,0.075640,0.297534
828,0.010892,0.092577,0.031636,0.062852,0.633828,0.074018,0.292154
829,0.010891,0.090869,0.031617,0.062770,0.625691,0.075749,0.298560
830,0.010891,0.090887,0.031624,0.062770,0.625762,0.075760,0.298479
831,0.010891,0.090793,0.031636,0.062720,0.625538,0.075947,0.298514
832,0.010891,0.091583,0.031601,0.062754,0.629493,0.074947,0.295560
833,0.010891,0.090471,0.031574,0.062721,0.624057,0.076006,0.299937
834,0.010891,0.090431,0.031601,0.062686,0.623971,0.076197,0.299832
835,0.010891,0.089961,0.031587,0.062688,0.621556,0.076628,0.301816
836,0.010891,0.090571,0.031573,0.062689,0.624771,0.075923,0.299307
837,0.010891,0.090060,0.031535,0.062688,0.622227,0.076291,0.301482
838,0.010891,0.089590,0.031529,0.062642,0.620061,0.076795,0.303145
839,0.010891,0.089226,0.031513,0.062624,0.618301,0.077124,0.304575
840,0.010891,0.090054,0.031498,0.062603,0.622821,0.076193,0.300986
841,0.010890,0.090046,0.031511,0.062588,0.622830,0.076273,0.300898
842,0.010890,0.089270,0.031547,0.062565,0.618784,0.077276,0.303940
843,0.010890,0.088706,0.031485,0.062545,0.616096,0.077616,0.306288
844,0.010890,0.088671,0.031475,0.062569,0.615795,0.077589,0.306617
845,0.010890,0.088925,0.031473,0.062522,0.617438,0.077342,0.305220
846,0.010890,0.088291,0.031442,0.062489,0.614351,0.077909,0.307740
847,0.010890,0.088143,0.031464,0.062495,0.613450,0.078168,0.308382
848,0.010890,0.087967,0.031434,0.062495,0.612591,0.078222,0.309186
849,0.010890,0.088535,0.031475,0.062538,0.615257,0.077760,0.306983
850,0.010890,0.087904,0.031465,0.062524,0.611978,0.078412,0.309610
851,0.010890,0.087700,0.031392,0.062515,0.611159,0.078305,0.310536
852,0.010889,0.087532,0.031440,0.062469,0.610376,0.078747,0.310877
853,0.010889,0.087444,0.031386,0.062475,0.610025,0.078591,0.311384
854,0.010889,0.087505,0.031384,0.062431,0.610633,0.078546,0.310821
855,0.010889,0.086899,0.031404,0.062416,0.607350,0.079320,0.313330
856,0.010889,0.086695,0.031350,0.062379,0.606618,0.079325,0.314057
857,0.010889,0.086818,0.031375,0.062418,0.606982,0.079275,0.313744
858,0.010889,0.086442,0.031346,0.062381,0.605229,0.079586,0.315185
859,0.010889,0.086468,0.031322,0.062351,0.605629,0.079468,0.314903
860,0.010889,0.086338,0.031370,0.062287,0.605154,0.079888,0.314958
861,0.010889,0.086412,0.031295,0.062307,0.605674,0.079437,0.314889
862,0.010889,0.085865,0.031288,0.062260,0.602940,0.080056,0.317004
863,0.010889,0.085800,0.031292,0.062229,0.602753,0.080174,0.317073
864,0.010889,0.086513,0.031253,0.062266,0.606608,0.079166,0.314226
865,0.010888,0.085752,0.031264,0.062246,0.602474,0.080083,0.317443
866,0.010888,0.085804,0.031282,0.062277,0.602518,0.080083,0.317399
867,0.010888,0.085665,0.031312,0.062284,0.601605,0.080375,0.318020
868,0.010888,0.086090,0.031265,0.062246,0.604347,0.079710,0.315944
869,0.010888,0.085788,0.031308,0.062231,0.602625,0.080261,0.317114
870,0.010888,0.084953,0.031254,0.062168,0.598489,0.081006,0.320504
871,0.010888,0.085047,0.031302,0.062133,0.599089,0.081153,0.319759
872,0.010888,0.084817,0.031234,0.062080,0.598326,0.081137,0.320538
873,0.010888,0.085193,0.031231,0.062100,0.600338,0.080677,0.318986
874,0.010888,0.084620,0.031208,0.062087,0.597245,0.081232,0.321523
875,0.010888,0.084266,0.031216,0.062098,0.595136,0.081671,0.323193
876,0.010888,0.084203,0.031232,0.062092,0.594761,0.081825,0.323414
877,0.010887,0.084293,0.031156,0.062049,0.595779,0.081393,0.322828
878,0.010887,0.084734,0.031166,0.062013,0.598480,0.080966,0.320554
879,0.010887,0.083557,0.031144,0.061963,0.592119,0.082259,0.325622
880,0.010887,0.083687,0.031119,0.061952,0.593015,0.081998,0.324988
881,0.010887,0.083508,0.031150,0.061912,0.592134,0.082392,0.325474
882,0.010887,0.085399,0.031126,0.061974,0.602594,0.080053,0.317353
883,0.010887,0.084450,0.031128,0.061933,0.597486,0.081174,0.321340
884,0.010887,0.084089,0.031117,0.061939,0.595412,0.081536,0.323052
885,0.010887,0.083505,0.031105,0.061891,0.592390,0.082196,0.325414
886,0.010887,0.083980,0.031126,0.061887,0.595087,0.081747,0.323166
887,0.010887,0.083789,0.031063,0.061826,0.594565,0.081717,0.323719
888,0.010887,0.082670,0.031071,0.061834,0.587989,0.083057,0.328955
889,0.010887,0.082641,0.031075,0.061802,0.588009,0.083143,0.328848
890,0.010886,0.082565,0.031083,0.061787,0.587633,0.083282,0.329085
891,0.010886,0.082133,0.031036,0.061793,0.585197,0.083558,0.331246
892,0.010886,0.082194,0.031081,0.061818,0.585256,0.083688,0.331056
893,0.010886,0.081979,0.031087,0.061814,0.583997,0.083976,0.332027
894,0.010886,0.081914,0.031037,0.061772,0.584032,0.083846,0.332123
895,0.010886,0.081507,0.031018,0.061740,0.581870,0.084270,0.333860
896,0.010886,0.082848,0.030946,0.061672,0.590439,0.082379,0.327182
897,0.010886,0.081192,0.030929,0.061633,0.580942,0.084303,0.334755
898,0.010886,0.081609,0.030939,0.061656,0.583256,0.083827,0.332917
899,0.010886,0.081476,0.030893,0.061580,0.583086,0.083832,0.333082
900,0.010886,0.081188,0.030921,0.061583,0.581257,0.084311,0.334433
901,0.010886,0.081329,0.030888,0.061602,0.582088,0.083961,0.333951
902,0.010886,0.080797,0.030905,0.061611,0.578780,0.084680,0.336540
903,0.010885,0.080377,0.030906,0.061658,0.575939,0.085152,0.338910
904,0.010885,0.080619,0.030886,0.061571,0.578018,0.084838,0.337144
905,0.010885,0.081149,0.030801,0.061572,0.581471,0.083774,0.334755
906,0.010885,0.080218,0.030874,0.061597,0.575456,0.085243,0.339301
907,0.010885,0.080096,0.030838,0.061541,0.575182,0.085262,0.339556
908,0.010885,0.080786,0.030807,0.061566,0.579310,0.084244,0.336446
909,0.010885,0.079678,0.030764,0.061511,0.573047,0.085426,0.341527
910,0.010885,0.080067,0.030780,0.061469,0.575652,0.085069,0.339279
911,0.010885,0.080352,0.030770,0.061462,0.577457,0.084679,0.337864
912,0.010885,0.079534,0.030736,0.061433,0.572748,0.085537,0.341715
913,0.010885,0.079460,0.030660,0.061407,0.572701,0.085269,0.342031
914,0.010885,0.079108,0.030679,0.061403,0.570492,0.085802,0.343706
915,0.010885,0.078860,0.030725,0.061381,0.568943,0.086368,0.344689
916,0.010884,0.078995,0.030669,0.061414,0.569753,0.085879,0.344368
917,0.010884,0.078999,0.030697,0.061405,0.569742,0.086026,0.344232
918,0.010884,0.078986,0.030684,0.061418,0.569624,0.085964,0.344412
919,0.010884,0.078902,0.030680,0.061373,0.569403,0.086089,0.344508
920,0.010884,0.078761,0.030657,0.061392,0.568480,0.086128,0.345391
921,0.010884,0.078206,0.030600,0.061295,0.565810,0.086622,0.347568
922,0.010884,0.078769,0.030543,0.061241,0.569858,0.085681,0.344461
923,0.010884,0.078428,0.030552,0.061221,0.567829,0.086170,0.346001
924,0.010884,0.078314,0.030568,0.061281,0.566681,0.086334,0.346985
925,0.010884,0.078144,0.030564,0.061248,0.565841,0.086561,0.347598
926,0.010884,0.078574,0.030497,0.061177,0.569202,0.085747,0.345051
927,0.010884,0.077945,0.030503,0.061221,0.564949,0.086521,0.348530
928,0.010884,0.077742,0.030532,0.061200,0.563709,0.086950,0.349341
929,0.010883,0.077656,0.030506,0.061201,0.563244,0.086921,0.349836
930,0.010883,0.077059,0.030453,0.061113,0.560181,0.087488,0.352332
931,0.010883,0.077463,0.030445,0.061076,0.563024,0.086968,0.350008
932,0.010883,0.076911,0.030396,0.061051,0.559820,0.087441,0.352740
933,0.010883,0.076842,0.030425,0.061060,0.559222,0.087670,0.353108
934,0.010883,0.076632,0.030358,0.061042,0.558209,0.087603,0.354188
935,0.010883,0.078709,0.030365,0.061102,0.570949,0.084974,0.344077
936,0.010883,0.077661,0.030385,0.061125,0.564152,0.086359,0.349489
937,0.010883,0.077593,0.030472,0.061165,0.563191,0.086855,0.349953
938,0.010883,0.076621,0.030391,0.061062,0.557901,0.087770,0.354329
939,0.010883,0.077385,0.030364,0.061092,0.562689,0.086627,0.350684
940,0.010883,0.076520,0.030343,0.060926,0.558287,0.087784,0.353929
941,0.010883,0.076405,0.030343,0.060918,0.557602,0.087940,0.354458
942,0.010882,0.075738,0.030287,0.060902,0.553552,0.088522,0.357926
943,0.010882,0.076295,0.030351,0.060954,0.556620,0.088091,0.355289
944,0.010882,0.076822,0.030324,0.060972,0.559997,0.087255,0.352747
945,0.010882,0.076138,0.030313,0.060968,0.555641,0.088076,0.356282
946,0.010882,0.076430,0.030211,0.060928,0.558115,0.087203,0.354682
947,0.010882,0.075634,0.030209,0.060881,0.553264,0.088259,0.358477
948,0.010882,0.075329,0.030225,0.060844,0.551457,0.088780,0.359763
949,0.010882,0.075722,0.030190,0.060755,0.554719,0.088179,0.357102
950,0.010882,0.074728,0.030176,0.060777,0.548083,0.089374,0.362543
951,0.010882,0.074902,0.030205,0.060820,0.548862,0.089255,0.361884
952,0.010882,0.075700,0.030174,0.060876,0.553840,0.087995,0.358165
953,0.010882,0.075649,0.030231,0.060878,0.553314,0.088362,0.358324
954,0.010882,0.075215,0.030221,0.060894,0.550390,0.088854,0.360756
955,0.010882,0.074636,0.030153,0.060752,0.547713,0.089398,0.362889
956,0.010881,0.074575,0.030179,0.060693,0.547611,0.089681,0.362708
957,0.010881,0.074821,0.030064,0.060615,0.550126,0.088822,0.361052
958,0.010881,0.075477,0.030093,0.060567,0.554660,0.088171,0.357168
959,0.010881,0.074020,0.030095,0.060557,0.545071,0.090104,0.364825
960,0.010881,0.074361,0.030096,0.060599,0.547073,0.089610,0.363318
961,0.010881,0.075275,0.030110,0.060684,0.552509,0.088405,0.359086
962,0.010881,0.074312,0.030065,0.060658,0.546459,0.089445,0.364096
963,0.010881,0.074094,0.030003,0.060622,0.545440,0.089434,0.365126
964,0.010881,0.073762,0.030040,0.060541,0.543622,0.090165,0.366213
965,0.010881,0.074113,0.029969,0.060521,0.546343,0.089332,0.364326
966,0.010881,0.073441,0.030016,0.060498,0.541820,0.090510,0.367669
967,0.010881,0.073710,0.029969,0.060551,0.543436,0.089834,0.366730
968,0.010881,0.073802,0.029996,0.060618,0.543534,0.089789,0.366677
969,0.010881,0.073650,0.030005,0.060561,0.542848,0.090098,0.367054
970,0.010880,0.072966,0.029974,0.060631,0.537853,0.090766,0.371381
971,0.010880,0.073384,0.029980,0.060573,0.541060,0.090301,0.368638
972,0.010880,0.072743,0.029951,0.060469,0.537482,0.091117,0.371400
973,0.010880,0.072481,0.029882,0.060418,0.536252,0.091144,0.372604
974,0.010880,0.072304,0.029909,0.060378,0.535207,0.091578,0.373215
975,0.010880,0.072290,0.029855,0.060332,0.535592,0.091349,0.373059
976,0.010880,0.072449,0.029867,0.060310,0.536793,0.091226,0.371981
977,0.010880,0.071595,0.029876,0.060294,0.530967,0.092461,0.376572
978,0.010880,0.071985,0.029882,0.060325,0.533448,0.091922,0.374629
979,0.010880,0.071693,0.029851,0.060308,0.531640,0.092167,0.376194
980,0.010880,0.071228,0.029835,0.060318,0.528381,0.092703,0.378916
981,0.010880,0.071631,0.029806,0.060305,0.531377,0.092003,0.376620
982,0.010880,0.071183,0.029799,0.060286,0.528393,0.092603,0.379004
983,0.010880,0.071362,0.029762,0.060253,0.529992,0.092183,0.377824
984,0.010879,0.070834,0.029775,0.060248,0.526277,0.092992,0.380732
985,0.010879,0.071112,0.029772,0.060213,0.528473,0.092633,0.378894
986,0.010879,0.071063,0.029807,0.060231,0.527899,0.092875,0.379226
987,0.010879,0.070502,0.029806,0.060181,0.524279,0.093707,0.382014
988,0.010879,0.070980,0.029788,0.060202,0.527571,0.092917,0.379511
989,0.010879,0.070491,0.029744,0.060077,0.525096,0.093490,0.381415
990,0.010879,0.070353,0.029698,0.060108,0.524064,0.093387,0.382549
991,0.010879,0.070436,0.029674,0.060059,0.525061,0.093189,0.381750
992,0.010879,0.070089,0.029664,0.060079,0.522496,0.093592,0.383912
993,0.010879,0.070173,0.029708,0.060025,0.523315,0.093794,0.382891
994,0.010879,0.070499,0.029706,0.060059,0.525401,0.093288,0.381311
995,0.010879,0.069656,0.029678,0.060085,0.519314,0.094273,0.386413
996,0.010879,0.070096,0.029703,0.060129,0.522083,0.093750,0.384167
997,0.010879,0.069760,0.029683,0.060097,0.519968,0.094139,0.385893
998,0.010878,0.069476,0.029663,0.060026,0.518468,0.094514,0.387018
999,0.010878,0.069747,0.029620,0.059947,0.521082,0.093980,0.384939
